Item type,Compiler #,Audit status,Editorial lane,Issue count,Issues,Next action,Chapter or lane,Date,Title,Release or status,Pages,NAID,Local identifier,Source locator,Source-note basis,Published FRUS status,FRUS standard checklist,Source note,Provenance note,Catalog URL,PDF URL
Confirmed record,1.020,Visible note clean,Access-status decision,0,,Confirm whether this item can be selected or should only be cited as withheld/restricted context.,Afghanistan,1991-05-17,"NSC/DC 282 - May 17, 1991 - NSC/DC Meeting on Angola and Afghanistan, Keywords: Angola, Afghanistan (File located @ NLMS)",Restricted - Possibly,1 page,470761301,90020-001,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90020-001 | 41-bpr-nsc-hfiles-dc_mtgs-282-90020-001.pdf,FRUS-style archival chain generated from local source metadata; verify against PDF or title page before final selection.,Metadata-derived draft; verify against PDF/title page,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 282 - May 17, 1991 - NSC/DC Meeting on Angola and Afghanistan, Keywords: Angola, Afghanistan (File located @ NLMS), OA/ID 90020-001.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, 90020-001, NAID 470761301. Catalog URL: https://catalog.archives.gov/id/470761301. Series URL: https://catalog.archives.gov/id/312294079. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-282-90020-001.pdf, object ID 483296021, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-282-90020-001.pdf. Page count: 1 (measured from available PDF). FOIA tracking: 2008-1289-F, 2005-0052-F, 2005-1002-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90020. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470761301,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-282-90020-001.pdf
Confirmed record,3.009,Visible note clean,Title/source verification,0,,Verify the catalog-derived title and source chain against the PDF or folder title page.,India,1991-12-15,Memorandum of Telephone Conversation,Full,1 page,428082103,[Memorandum of Telephone Conversations (Telcons) - May 1991-December 1991]:  December 1991,Records of the National Security Council (George H. W. Bush Administration) | Presidential Telcon Files | [Memorandum of Telephone Conversations (Telcons) - May 1991-December 1991]:  December 1991 | 1991-12-15--Rao.pdf,Bush Library citation-marker extraction; original classification Confidential.,Citation-marker target applied,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification/no-marking captured,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, OA/ID CF01730-013, [Memorandum of Telephone Conversations (Telcons) - May 1991-December 1991]: December 1991. Confidential.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 12/15/1991; Type Telcon; Participants Rao, Narashima; Country India; Release Status Full; NAID 428082103. National Archives Catalog item: Telcon with Prime Minister Rao of India on December 15, 1991, NAID 428082103. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - May 1991-December 1991]:  December 1991, NAID 325592665. Digital object: 1991-12-15--Rao.pdf, object ID 428082104, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-12-15--Rao.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551702, 91113-002, source pages 125-125.",https://catalog.archives.gov/id/428082103,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-12-15--Rao.pdf
Confirmed record,1.021,Visible note clean,Access-status decision,0,,Confirm whether this item can be selected or should only be cited as withheld/restricted context.,Afghanistan,1992-01-03,"NSC/DC 331 - January 03, 1992 - NSC/DC Meeting re: Afghanistan, Keywords: Afghanistan",Restricted - Possibly,58 pages,470761354,90021-019,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90021-019 | 41-bpr-nsc-hfiles-dc_mtgs-331-90021-019.pdf,FRUS-style archival chain generated from local source metadata; verify against PDF or title page before final selection.,Metadata-derived draft; verify against PDF/title page,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 331 - January 03, 1992 - NSC/DC Meeting re: Afghanistan, Keywords: Afghanistan, OA/ID 90021-019.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, 90021-019, NAID 470761354. Catalog URL: https://catalog.archives.gov/id/470761354. Series URL: https://catalog.archives.gov/id/312294079. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-331-90021-019.pdf, object ID 483296079, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-331-90021-019.pdf. Page count: 58 (measured from available PDF). FOIA tracking: 2005-0052-F, 2008-1289-F, 2005-1002-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90021. Access restriction: Restricted - Possibly. Deduped local provenance: Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, NAID 470426179, CF01618-005.",https://catalog.archives.gov/id/470761354,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-331-90021-019.pdf
Confirmed record,3.010,Visible note clean,Excisions check,0,,Check excisions before final document selection and source-note wording.,India,1992-01-31,Memorandum of Conversation,Partial,3 pages,428082131,[Memorandum of Conversations (Memcons)-January 1992-June 1992]: January 1992,Records of the National Security Council (George H. W. Bush Administration) | Presidential Memcon Files | [Memorandum of Conversations (Memcons)-January 1992-June 1992]: January 1992 | 1992-01-31--Rao.pdf,Bush Library first-page classification extraction; original classification Confidential; source location generated from local metadata because citation marker was not found.,Metadata source chain with extracted classification,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; locator/page range pending; classification/no-marking captured,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-January 1992-June 1992]: January 1992. Confidential.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 1/31/1992; Type Memcon; Participants Rao, Narashima; Country India; Release Status Partial; NAID 428082131. National Archives Catalog item: Meeting with Prime Minister Rao of India, January 31, 1992, NAID 428082131. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Memcon Files, NAID 321498039. File unit: [Memorandum of Conversations (Memcons)-January 1992-June 1992]: January 1992, NAID 325568085. Digital object: 1992-01-31--Rao.pdf, object ID 428082132, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-01-31--Rao.pdf. Access restriction: Restricted - Partly. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551680, 91109-005, source pages 50-52.",https://catalog.archives.gov/id/428082131,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-01-31--Rao.pdf
Confirmed record,4.006,Visible note clean,Title/source verification,0,,Verify the catalog-derived title and source chain against the PDF or folder title page.,Regional,1992-03-19,Memorandum of Conversation,Full,6 pages,428082145,[Memorandum of Conversations (Memcons)-January 1992-June 1992]: March 1992,Records of the National Security Council (George H. W. Bush Administration) | Presidential Memcon Files | [Memorandum of Conversations (Memcons)-January 1992-June 1992]: March 1992 | 1992-03-19--Zia.pdf,Bush Library citation-marker extraction; original classification Confidential.,Citation-marker target applied,starts with Source:; no URL/NAID/catalog/release ledger in visible note; OA/ID or selected pages present; classification/no-marking captured,"Source: George H.W. Bush Library, Bush Presidential Records, Scowcroft, Brent, Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91109-007, Presidential Meetings - Memorandum of Conversations 3/3/92 - 4/28/92. Confidential.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 3/19/1992; Type Memcon; Participants Zia, Khaleda Begum; Country Bangladesh; Release Status Full; NAID 428082145. National Archives Catalog item: Meeting with Prime Minister Khaleda Begum Zia of Bangladesh, March 19, 1992, NAID 428082145. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Memcon Files, NAID 321498039. File unit: [Memorandum of Conversations (Memcons)-January 1992-June 1992]: March 1992, NAID 325568102. Digital object: 1992-03-19--Zia.pdf, object ID 428082146, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-03-19--Zia.pdf. Access restriction: Unrestricted. Deduped local provenance: Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, NAID 470426266, CF01447-024. Page count: 6 (measured from available PDF).",https://catalog.archives.gov/id/428082145,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-03-19--Zia.pdf
Confirmed record,2.028,Visible note clean,Access-status decision,0,,Confirm whether this item can be selected or should only be cited as withheld/restricted context.,Pakistan,1992-07-10,"NSD-70 - July 10, 1992 - U.S. Nonproliferation Policy",Restricted - Possibly,101 pages,446396904,90005-020,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Directive (NSD) Files | 90005-020 | 41-bpr-nsc-hfiles-nsd-70-90005-020.pdf,FRUS-style archival chain generated from local source metadata; verify against PDF or title page before final selection.,Metadata-derived draft; verify against PDF/title page,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, NSD-70 - July 10, 1992 - U.S. Nonproliferation Policy, OA/ID 90005-020.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Directive (NSD) Files, 90005-020, NAID 446396904. Catalog URL: https://catalog.archives.gov/id/446396904. Series URL: https://catalog.archives.gov/id/313189290. Digital object: 41-bpr-nsc-hfiles-nsd-70-90005-020.pdf, object ID 483296555, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-70-90005-020.pdf. Page count: 101 (measured from available PDF). Other finding aid identifier: Pres-Bush. Container: 90005. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/446396904,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-70-90005-020.pdf
Confirmed record,2.029,Visible note clean,Excisions check,0,,Check excisions before final document selection and source-note wording.,Pakistan,1992-12-03,Memorandum of Telephone Conversation,Partial,2 pages,428082401,[Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]:  December 1992,Records of the National Security Council (George H. W. Bush Administration) | Presidential Telcon Files | [Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]:  December 1992 | 1992-12-03--Sharif.pdf,Bush Library first-page classification extraction; original classification Confidential; source location generated from local metadata because citation marker was not found.,Metadata source chain with extracted classification,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; locator/page range pending; classification/no-marking captured,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]: December 1992. Confidential.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 12/3/1992; Type Telcon; Participants Sharif, Nawaz; Country Pakistan; Release Status Partial; NAID 428082401. National Archives Catalog item: Telcon with Prime Minister Nawaz Sharif of Pakistan on December 3, 1992, NAID 428082401. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]:  December 1992, NAID 325592783. Digital object: 1992-12-03--Sharif.pdf, object ID 428082402, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-12-03--Sharif.pdf. Access restriction: Restricted - Partly. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551706, 91113-006, source pages 49-50.",https://catalog.archives.gov/id/428082401,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-12-03--Sharif.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,Regional,1992-03-19,"President's Meeting with Prime Minister Zia of Bangladesh - March 19, 1992",Online object available,,470426266,,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | Richard N. Haass' Meeting Files | NAID 470426266 | 41-bpr-nsc-haass_meeting-cf01447-024.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Richard N. Haass' Meeting Files, President's Meeting with Prime Minister Zia of Bangladesh - March 19, 1992.","Potential document lead from the National Archives Catalog. Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, Richard N. Haass' Meeting Files. NAID 470426266. Restricted - Possibly. Digital object: 41-bpr-nsc-haass_meeting-cf01447-024.pdf. Catalog: https://catalog.archives.gov/id/470426266.",https://catalog.archives.gov/id/470426266,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01447-024.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,Regional,1989-01-20,Letters on Kashmir,Online object available,,470426145,,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Correspondence Files | Richard N. Haass' Correspondence Files | NAID 470426145 | 41-bpr-nsc-haass_correspondence-cf01479-008.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Richard N. Haass' Correspondence Files, Letters on Kashmir.","Potential document lead from the National Archives Catalog. Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Correspondence Files, Richard N. Haass' Correspondence Files. NAID 470426145. Restricted - Possibly. Digital object: 41-bpr-nsc-haass_correspondence-cf01479-008.pdf. Catalog: https://catalog.archives.gov/id/470426145.",https://catalog.archives.gov/id/470426145,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/correspondence_2554865/41-bpr-nsc-haass_correspondence-cf01479-008.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,Regional,1990-03-26,"NSC/DC [Deputies Committee] Teleconference - March 26, 1990 Re: Kashmir",Online object available,,470426225,,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | Richard N. Haass' Meeting Files | NAID 470426225 | 41-bpr-nsc-haass_meeting-cf01625-014.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Richard N. Haass' Meeting Files, NSC/DC [Deputies Committee] Teleconference - March 26, 1990 Re: Kashmir.","Potential document lead from the National Archives Catalog. Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, Richard N. Haass' Meeting Files. NAID 470426225. Restricted - Possibly. Digital object: 41-bpr-nsc-haass_meeting-cf01625-014.pdf. Catalog: https://catalog.archives.gov/id/470426225.",https://catalog.archives.gov/id/470426225,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-014.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,Regional,1989-01-20,Bangladesh,Online object available,,645608041,,Richard Cheney Collection | Country Files | Country Files | NAID 645608041 | 41-bpr-dhm-cheney-country-31842-009.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, Bangladesh.","Potential document lead from the National Archives Catalog. Richard Cheney Collection, Country Files, Country Files. NAID 645608041. Restricted - Partly. Digital object: 41-bpr-dhm-cheney-country-31842-009.pdf. Catalog: https://catalog.archives.gov/id/645608041.",https://catalog.archives.gov/id/645608041,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31842-009.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,Afghanistan,1989-01-01,Working Files - Afghanistan 1989-1992 [2],Online object available,,470426597,,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Working Files | Richard N. Haass' Working Files | NAID 470426597 | 41-bpr-nsc-haass_working-cf01304-011.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Richard N. Haass' Working Files, Working Files - Afghanistan 1989-1992 [2].","Potential document lead from the National Archives Catalog. Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Working Files, Richard N. Haass' Working Files. NAID 470426597. Restricted - Possibly. Digital object: 41-bpr-nsc-haass_working-cf01304-011.pdf. Catalog: https://catalog.archives.gov/id/470426597.",https://catalog.archives.gov/id/470426597,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/working_2554877/41-bpr-nsc-haass_working-cf01304-011.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,Afghanistan,1989-01-20,Afghanistan,Online object available,,645607685,,Richard Cheney Collection | Country Files | Country Files | NAID 645607685 | 41-bpr-dhm-cheney-country-31827-001.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, Afghanistan.","Potential document lead from the National Archives Catalog. Richard Cheney Collection, Country Files, Country Files. NAID 645607685. Unrestricted. Digital object: 41-bpr-dhm-cheney-country-31827-001.pdf. Catalog: https://catalog.archives.gov/id/645607685.",https://catalog.archives.gov/id/645607685,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31827-001.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,Afghanistan,1989-01-20,Afghanistan - Charles,Online object available,,470426255,,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | Richard N. Haass' Meeting Files | NAID 470426255 | 41-bpr-nsc-haass_meeting-cf01447-013.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Richard N. Haass' Meeting Files, Afghanistan - Charles.","Potential document lead from the National Archives Catalog. Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, Richard N. Haass' Meeting Files. NAID 470426255. Restricted - Possibly. Digital object: 41-bpr-nsc-haass_meeting-cf01447-013.pdf. Catalog: https://catalog.archives.gov/id/470426255.",https://catalog.archives.gov/id/470426255,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01447-013.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,Afghanistan,1989-01-20,Afghanistan [1],Online object available,,645607321,,Richard Cheney Collection | Country Files | Country Files | NAID 645607321 | 41-bpr-dhm-cheney-country-31812-001.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, Afghanistan [1].","Potential document lead from the National Archives Catalog. Richard Cheney Collection, Country Files, Country Files. NAID 645607321. Restricted - Partly. Digital object: 41-bpr-dhm-cheney-country-31812-001.pdf. Catalog: https://catalog.archives.gov/id/645607321.",https://catalog.archives.gov/id/645607321,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31812-001.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,Afghanistan,1989-01-20,Afghanistan [2],Online object available,,645607323,,Richard Cheney Collection | Country Files | Country Files | NAID 645607323 | 41-bpr-dhm-cheney-country-31812-002.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, Afghanistan [2].","Potential document lead from the National Archives Catalog. Richard Cheney Collection, Country Files, Country Files. NAID 645607323. Restricted - Partly. Digital object: 41-bpr-dhm-cheney-country-31812-002.pdf. Catalog: https://catalog.archives.gov/id/645607323.",https://catalog.archives.gov/id/645607323,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31812-002.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,Pakistan,1989-01-20,Pakistan-India,Online object available,,470437053,,Records of the National Security Council (George H. W. Bush Administration) | Robert M. Gates' Subject Files | Robert M. Gates' Subject Files | NAID 470437053 | 41-bpr-nsc-gates-subj-cf00946-012.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert M. Gates' Subject Files, Pakistan-India.","Potential document lead from the National Archives Catalog. Records of the National Security Council (George H. W. Bush Administration), Robert M. Gates' Subject Files, Robert M. Gates' Subject Files. NAID 470437053. Restricted - Possibly. Digital object: 41-bpr-nsc-gates-subj-cf00946-012.pdf. Catalog: https://catalog.archives.gov/id/470437053.",https://catalog.archives.gov/id/470437053,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/gates/subject_2554843/41-bpr-nsc-gates-subj-cf00946-012.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,India,1989-01-20,India,Online object available,,645607415,,Richard Cheney Collection | Country Files | Country Files | NAID 645607415 | 41-bpr-dhm-cheney-country-31815-004.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, India.","Potential document lead from the National Archives Catalog. Richard Cheney Collection, Country Files, Country Files. NAID 645607415. Restricted - Partly. Digital object: 41-bpr-dhm-cheney-country-31815-004.pdf. Catalog: https://catalog.archives.gov/id/645607415.",https://catalog.archives.gov/id/645607415,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31815-004.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,India,1989-01-20,India [1],Online object available,,645608141,,Richard Cheney Collection | Country Files | Country Files | NAID 645608141 | 41-bpr-dhm-cheney-country-31847-001.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, India [1].","Potential document lead from the National Archives Catalog. Richard Cheney Collection, Country Files, Country Files. NAID 645608141. Restricted - Partly. Digital object: 41-bpr-dhm-cheney-country-31847-001.pdf. Catalog: https://catalog.archives.gov/id/645608141.",https://catalog.archives.gov/id/645608141,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31847-001.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,India,1989-01-20,India [1],Online object available,,645607135,,Richard Cheney Collection | Country Files | Country Files | NAID 645607135 | 41-bpr-dhm-cheney-country-31802-007.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, India [1].","Potential document lead from the National Archives Catalog. Richard Cheney Collection, Country Files, Country Files. NAID 645607135. Restricted - Partly. Digital object: 41-bpr-dhm-cheney-country-31802-007.pdf. Catalog: https://catalog.archives.gov/id/645607135.",https://catalog.archives.gov/id/645607135,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31802-007.pdf
