Item type,Decision (Select / Exclude / Defer / Cite only / Resolved),Decision date,Owner,Decision rationale,Follow-up,Item ID,Compiler #,Priority or queue,Chapter or lane,Date,Title,Status,Pages,NAID or target records,Source locator,Next action,Source note or need,Catalog URL,PDF URL
Potential lead,,,,,,public-paper-lead-PPP-1992-book1-doc-pg1118,,Low; score 38,Pakistan,1992-07-14,Nomination of John Cameron Monjo To Be United States Ambassador to Pakistan,Chronology-only public context; Public presidential statement,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,Keep as context; do not promote unless linked internal policy memoranda are found.,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, July 14, 1992, ""Nomination of John Cameron Monjo To Be United States Ambassador to Pakistan"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg1118.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1118.pdf
Potential lead,,,,,,catalog-lead-323150513,,Low; score 33,Pakistan,1989-01-20,Bhutto Departure 6/6/89,Locator/context lead; Online object available,,323150513,Records of the White House Office of Speechwriting (George H. W. Bush Administration) | Speech Draft Files | Speech Draft Files | NAID 323150513 | 41-bpr-speech-draft-chron-13490-003_323150513.pdf,Use only to locate event files or related internal memoranda.,"Source: George H.W. Bush Library, White House Office of Speechwriting, Speech Draft Files, Bhutto Departure 6/6/89. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/323150513,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_draft_chron_578973/41-bpr-speech-draft-chron-13490-003_323150513.pdf
Potential lead,,,,,,catalog-lead-323152491,,Low; score 33,Pakistan,1989-01-20,Departure Statement for Prime Minister Bhutto 6/6/89 [OA 6264],Locator/context lead; Online object available,,323152491,Records of the White House Office of Speechwriting (George H. W. Bush Administration) | Speech Backup Chronological Files | Speech Backup Chronological Files | NAID 323152491 | 41-bpr-speech-backup-chron-13671-005_323152491.pdf,Use only to locate event files or related internal memoranda.,"Source: George H.W. Bush Library, White House Office of Speechwriting, Speech Backup Chronological Files, Departure Statement for Prime Minister Bhutto 6/6/89 [OA 6264]. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/323152491,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13671-005_323152491.pdf
Potential lead,,,,,,catalog-lead-543965098,,Low; score 33,Regional,1992-11-02,WHPO-P37850,Locator/context lead; Online object available,,543965098,Records of the White House Photograph Office | George H. W. Bush Presidential Photographs | NAID 543965098 | 41-AV-P37850-11021992.jpg,Use only to locate event files or related internal memoranda.,"Source: George H.W. Bush Library, White House Photograph Office, George H. W. Bush Presidential Photographs, WHPO-P37850. Unrestricted.",https://catalog.archives.gov/id/543965098,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whpo/186364/P37850/41-AV-P37850-11021992.jpg
Potential lead,,,,,,public-paper-lead-PPP-1992-book1-doc-pg944,,Low; score 28,Afghanistan,1992-06-16,Remarks With President Boris Yeltsin of Russia Announcing Strategic Arms Reductions and an Exchange With Reporters,Chronology-only public context; Public presidential statement,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,Keep as context; do not promote unless linked internal policy memoranda are found.,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, June 16, 1992, ""Remarks With President Boris Yeltsin of Russia Announcing Strategic Arms Reductions and an Exchange With Reporters"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg944.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg944.pdf
Potential lead,,,,,,public-paper-lead-PPP-1992-book1-doc-pg1150,,Low; score 28,Afghanistan,1992-07-21,"Remarks to Religious and Ethnic Groups in Garfield, New Jersey",Chronology-only public context; Public presidential statement,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,Keep as context; do not promote unless linked internal policy memoranda are found.,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, July 21, 1992, ""Remarks to Religious and Ethnic Groups in Garfield, New Jersey"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg1150.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1150.pdf
Compiler gap,,,,,,gap-haass-page-level-extraction,,Critical,Source Extraction,,Recover page-level boundaries in Haass and meeting-file PDFs,Partly remediated,,470426597; 470426255; 470426381; 428082145; 470426231; 470426238; 470426240,Richard N. Haass' Working Files; Richard N. Haass' Meeting Files; Bush Library Memcons and Telcons; H-Files NSC/DC Meetings,"Prioritize Haass Working Files 470426597, Haass Meeting File 470426255, Mojaddedi 470426381, Bangladesh Zia 428082145, and Pakistan nuclear meeting files 470426231, 470426238, and 470426240.",Item-level page ranges and titles still need review for folder-level Haass PDFs; page-count zeros have been removed where online PDFs are available.,,
Compiler gap,,,,,,gap-india-policy-lane,,High,India,,Build an India policy lane beyond leader conversations,Open,,645607415; 645608141; 645607135; 645608143; 645607137; 645607805; 645607807; 470437053,Richard Cheney Collection Country Files; Robert M. Gates Subject Files; Richard N. Haass files; WHORM; State Department central files,"Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.","Run focused Haass, Gates, WHORM, State, and catalog searches for India policy themes instead of relying on leader calls and Cheney country folders.",,
Compiler gap,,,,,,gap-pakistan-nuclear-companion-sources,,High,Pakistan,,Pair the Pakistan nuclear sequence with non-H-Files sources,Open,,470437053; 470426231; 470426238; 470426240; 645608235; 645607905; 645607531; 645607533; 645607907; 323150513; 323152491,Robert M. Gates Subject Files; Richard Cheney Collection Country Files; H-Files NSC/DC Meetings; Bush Library speech and event files,"Prioritize Gates Subject File 470437053 and Pakistan H-Files 470426231, 470426238, and 470426240.","Integrate Gates, Cheney, and Haass companion files before treating the Pakistan nuclear policy arc as complete.",,
Compiler gap,,,,,,gap-cheney-country-files,,High,Source Expansion,,Screen Cheney Country Files before closing the source search,Triaged,,645607685; 645607321; 645607323; 645608235; 645607905; 645607531; 645607533; 645607907; 645607415; 645608141; 645607135; 645608143; 645607137; 645607805; 645607807; 645608041,Richard Cheney Collection; Country Files,"Review Afghanistan files 645607685, 645607321, and 645607323.","Screen the Cheney PDFs, score policy-bearing pages, and decide which should become confirmed candidate documents or source-note/context material.",,
Compiler gap,,,,,,gap-regional-kashmir-bangladesh-split,,High,Regional,,"Split the Regional lane into Kashmir, Bangladesh, and other South Asia tracks",Triaged,,470426145; 470426225; 428082145; 470426266; 645608041; 286185941; 543965098,Richard N. Haass Correspondence Files; Richard N. Haass Meeting Files; Cheney Country Files; Public Papers; WHPO,Promote Kashmir leads 470426145 and 470426225 into a focused review queue.,Separate sub-lanes so Kashmir and Bangladesh can be evaluated on their own document merits while lower-confidence public references remain contextual.,,
Compiler gap,,,,,,gap-source-note-quality,,Medium,Metadata Quality,,"Audit source notes, titles, and provenance before final numbering",Open,,428080057; 428080317; 428081443; 428082145,Brent Scowcroft Papers; Bush Library Memcons and Telcons; National Archives Catalog,Spot-check Scowcroft-derived presidential conversation titles against PDF or catalog title pages.,Run a metadata audit after the page-level pass and before treating compiler numbering as final.,,
Compiler gap,,,,,,gap-public-papers-curation,,Medium,Public Record,,"Curate Public Papers as locators, not automatic document candidates",Triaged,,,Public Papers of the Presidents; GovInfo; WHORM; Bush Library event files,Keep broad news conferences and speeches out of the confirmed record set unless they contain document-level South Asia policy decisions.,"Classify each public item as selected text, locator for internal files, chronology-only context, or out-of-scope mention.",,
