Compiler #,Queue,Chapter,Date,Title,Type,Participants,Countries,Release status,Pages,NAID,Local identifier,Series NAID,Source pages,Object filename,Source locator,Source note,Provenance note,Provenance links,Daily Diary refs,Daily Diary details,Date line,Subject line,Topics,Compiler risks,Next action,Catalog URL,PDF URL
4.005,Released chronology,Regional,1990-10-01,Memorandum of Conversation,Memcon,George H. W. Bush; Hussain Muhammad Ershad,Bangladesh,Full,5,428081099,[Memorandum of Conversations (Memcons)-July 1990-December 1990]: October 1990,321498039,,1990-10-01--Ershad.pdf,Records of the National Security Council (George H. W. Bush Administration) | Presidential Memcon Files | [Memorandum of Conversations (Memcons)-July 1990-December 1990]: October 1990,"Source: George H.W. Bush Library, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1990-December 1990]: October 1990. Full release.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 10/1/1990; Type Memcon; Participants Ershad, Hussain Muhammad; Country Bangladesh; Release Status Full; NAID 428081099. National Archives Catalog item: Meeting with President Hussain Muhammad Ershad of Bangladesh, October 1, 1990, NAID 428081099. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Memcon Files, NAID 321498039. File unit: [Memorandum of Conversations (Memcons)-July 1990-December 1990]: October 1990, NAID 325541480. Digital object: 1990-10-01--Ershad.pdf, object ID 428081100, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-10-01--Ershad.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551671, 91108-002, source pages 92-96.",https://catalog.archives.gov/id/428081099; https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-10-01--Ershad.pdf; https://catalog.archives.gov/id/321498039; https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons; https://catalog.archives.gov/id/2163580; https://catalog.archives.gov/id/415890836; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-10_01_90-12838-003_415890836.pdf; https://catalog.archives.gov/id/415890837; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-10_01_90-12838-004_415890837.pdf,Presidential Daily Diary 12838-003; Presidential Daily Backup 12838-004,Presidential Daily Diary | [Presidential Daily Diary] 10/01/1990 | 12838-003 | https://catalog.archives.gov/id/415890836 | https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-10_01_90-12838-003_415890836.pdf | matched: Hussain; Muhammad; Ershad; Bangladesh; Presidential Daily Backup | [Presidential Daily Backup] 10/01/1990 | 12838-004 | https://catalog.archives.gov/id/415890837 | https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-10_01_90-12838-004_415890837.pdf | matched: Ershad; Bangladesh; Bangladeshi,"October 1, 1990","Meeting with President Hussain Muhammad Ershad of Bangladesh, October 1, 1990",South Asia; Bangladesh; Bush Library Memcons and Telcons; Memcon; South Asia; Bangladesh; Memcon; Head of state; Presidential Daily Diary cross-reference,catalog-derived-source-note,"Resolve compiler risk: catalog-derived-source-note. Use Daily Diary/Backup only for chronology, time, location, attendees, and call status.",https://catalog.archives.gov/id/428081099,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-10-01--Ershad.pdf
2.020,Review ledger,Pakistan,1990-10-02,"NSC/DC 205 - October 02, 1990 - NSC/DC Meeting on Pakistan Nuclear Program via SVTS, Keywords: Pakistan, Nuclear Matters",Deputies Committee meeting minutes,Deputies Committee,Pakistan,Restricted - Possibly,24,470761204,90016-038,312294079,,41-bpr-nsc-hfiles-dc_mtgs-205-90016-038.pdf,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90016-038,"Source: George H.W. Bush Library, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 205 - October 02, 1990 - NSC/DC Meeting on Pakistan Nuclear Program via SVTS, Keywords: Pakistan, Nuclear Matters, 90016-038. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, 90016-038, NAID 470761204. Catalog URL: https://catalog.archives.gov/id/470761204. Series URL: https://catalog.archives.gov/id/312294079. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-205-90016-038.pdf, object ID 483295917, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-205-90016-038.pdf. Page count: 24 (measured from available PDF). FOIA tracking: 2008-1289-F, 2005-1002-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90016. Access restriction: Restricted - Possibly. Deduped local provenance: Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, NAID 470426237, CF01625-026.",https://catalog.archives.gov/id/470761204; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-205-90016-038.pdf; https://catalog.archives.gov/id/312294079; https://catalog.archives.gov/id/2163580,,,"October 2, 1990","NSC/DC 205 - October 02, 1990 - NSC/DC Meeting on Pakistan Nuclear Program via SVTS, Keywords: Pakistan, Nuclear Matters",South Asia; Pakistan; NSC/DC Meetings; Measured pages; South Asia; Pakistan; Deputies Committee meeting minutes; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470761204,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-205-90016-038.pdf
1.016,Review ledger,Afghanistan,1990-10-04,"DC [Deputies Committee] Meeting - October 4, 1990 re: Afghanistan",Meeting file,Richard N. Haass,Afghanistan,Restricted - Possibly,10,470426235,CF01625-024,2554866,,41-bpr-nsc-haass_meeting-cf01625-024.pdf,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | CF01625-024,"Source: George H.W. Bush Library, National Security Council, Richard N. Haass' Meeting Files, DC [Deputies Committee] Meeting - October 4, 1990 re: Afghanistan, CF01625-024. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, CF01625-024, NAID 470426235. FOIA tracking: 2005-0052-F, 2008-0431-F. Access restriction: Restricted - Possibly. Page count: 10 (measured from available PDF).",https://catalog.archives.gov/id/470426235; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-024.pdf; https://catalog.archives.gov/id/2163580,,,"October 4, 1990","DC [Deputies Committee] Meeting - October 4, 1990 re: Afghanistan",South Asia; Meeting Files; Afghanistan; Deputies Committee; Measured page count; South Asia; Afghanistan; Deputies Committee; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470426235,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-024.pdf
2.021,Review ledger,Pakistan,1990-10-04,"NSC/DC [Deputies Committee] Meeting - October 4, 1990 Re: Pakistan",Meeting file,Richard N. Haass,Pakistan,Restricted - Possibly,8,470426238,CF01625-027,2554866,,41-bpr-nsc-haass_meeting-cf01625-027.pdf,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | CF01625-027,"Source: George H.W. Bush Library, National Security Council, Richard N. Haass' Meeting Files, NSC/DC [Deputies Committee] Meeting - October 4, 1990 Re: Pakistan, CF01625-027. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, CF01625-027, NAID 470426238. FOIA tracking: 1998-0387-F. Access restriction: Restricted - Possibly. Page count: 8 (measured from available PDF).",https://catalog.archives.gov/id/470426238; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-027.pdf; https://catalog.archives.gov/id/2163580,,,"October 4, 1990","NSC/DC [Deputies Committee] Meeting - October 4, 1990 Re: Pakistan",South Asia; Meeting Files; Pakistan; Deputies Committee; Measured page count; South Asia; Pakistan; Deputies Committee; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470426238,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-027.pdf
1.017,Review ledger,Afghanistan,1990-10-05,"NSC/DC 207 - October 05, 1990 - NSC/DC Meeting on Afghanistan, Keywords: Afghanistan",Deputies Committee meeting minutes,Deputies Committee,Afghanistan,Restricted - Possibly,26,470761206,90016-040,312294079,,41-bpr-nsc-hfiles-dc_mtgs-207-90016-040.pdf,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90016-040,"Source: George H.W. Bush Library, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 207 - October 05, 1990 - NSC/DC Meeting on Afghanistan, Keywords: Afghanistan, 90016-040. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, 90016-040, NAID 470761206. Catalog URL: https://catalog.archives.gov/id/470761206. Series URL: https://catalog.archives.gov/id/312294079. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-207-90016-040.pdf, object ID 483295919, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-207-90016-040.pdf. Page count: 26 (measured from available PDF). FOIA tracking: 2005-1002-F, 2008-1289-F, 2005-0052-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90016. Access restriction: Restricted - Possibly. Deduped local provenance: Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, NAID 470426239, CF01625-028.",https://catalog.archives.gov/id/470761206; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-207-90016-040.pdf; https://catalog.archives.gov/id/312294079; https://catalog.archives.gov/id/2163580,,,"October 5, 1990","NSC/DC 207 - October 05, 1990 - NSC/DC Meeting on Afghanistan, Keywords: Afghanistan",South Asia; Afghanistan; NSC/DC Meetings; Measured pages; South Asia; Afghanistan; Deputies Committee meeting minutes; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470761206,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-207-90016-040.pdf
2.022,Review ledger,Pakistan,1990-10-05,"NSC/DC 208 - October 05, 1990 - NSC/DC Meeting on Pakistan via SVTS, Keywords: Pakistan",Deputies Committee meeting minutes,Deputies Committee,Pakistan,Restricted - Possibly,11,470761207,90017-001,312294079,,41-bpr-nsc-hfiles-dc_mtgs-208-90017-001.pdf,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90017-001,"Source: George H.W. Bush Library, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 208 - October 05, 1990 - NSC/DC Meeting on Pakistan via SVTS, Keywords: Pakistan, 90017-001. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, 90017-001, NAID 470761207. Catalog URL: https://catalog.archives.gov/id/470761207. Series URL: https://catalog.archives.gov/id/312294079. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-208-90017-001.pdf, object ID 483295920, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-208-90017-001.pdf. Page count: 11 (measured from available PDF). FOIA tracking: 2005-1002-F, 2008-1289-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90017. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470761207; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-208-90017-001.pdf; https://catalog.archives.gov/id/312294079; https://catalog.archives.gov/id/2163580,,,"October 5, 1990","NSC/DC 208 - October 05, 1990 - NSC/DC Meeting on Pakistan via SVTS, Keywords: Pakistan",South Asia; Pakistan; NSC/DC Meetings; Measured pages; South Asia; Pakistan; Deputies Committee meeting minutes; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470761207,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-208-90017-001.pdf
2.023,Review ledger,Pakistan,1990-10-09,"NSC/DC Meeting - October 9, 1990 Re: Pakistan",Meeting file,Richard N. Haass,Pakistan,Restricted - Possibly,81,470426240,CF01625-029,2554866,,41-bpr-nsc-haass_meeting-cf01625-029.pdf,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | CF01625-029,"Source: George H.W. Bush Library, National Security Council, Richard N. Haass' Meeting Files, NSC/DC Meeting - October 9, 1990 Re: Pakistan, CF01625-029. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, CF01625-029, NAID 470426240. FOIA tracking: 1998-0387-F. Access restriction: Restricted - Possibly. Page count: 81 (measured from available PDF).",https://catalog.archives.gov/id/470426240; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-029.pdf; https://catalog.archives.gov/id/2163580,,,"October 9, 1990","NSC/DC Meeting - October 9, 1990 Re: Pakistan",South Asia; Meeting Files; Pakistan; Deputies Committee; Measured page count; South Asia; Pakistan; Deputies Committee; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470426240,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-029.pdf
2.024,Review ledger,Pakistan,1990-10-09,"NSC0056 - October 09, 1990 - Nuclear Matters, Middle East and Gulf, Proliferation [1]",NSC meeting minutes,National Security Council,Pakistan,Restricted - Possibly,42,470760963,90002-025,312293887,,41-bpr-nsc-hfiles-nsc_mtgs-56_1-90002-025.pdf,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC) Meeting Files | 90002-025,"Source: George H.W. Bush Library, National Security Council, H-Files, NSC Meetings Files, NSC0056 - October 09, 1990 - Nuclear Matters, Middle East and Gulf, Proliferation [1], 90002-025. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC) Meeting Files, 90002-025, NAID 470760963. Catalog URL: https://catalog.archives.gov/id/470760963. Series URL: https://catalog.archives.gov/id/312293887. Digital object: 41-bpr-nsc-hfiles-nsc_mtgs-56_1-90002-025.pdf, object ID 483296450, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-56_1-90002-025.pdf. Page count: 42 (measured from available PDF). FOIA tracking: 2009-0857-F, 2005-1003-F, 2003-0261-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90002. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470760963; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-56_1-90002-025.pdf; https://catalog.archives.gov/id/312293887; https://catalog.archives.gov/id/2163580,,,"October 9, 1990","NSC0056 - October 09, 1990 - Nuclear Matters, Middle East and Gulf, Proliferation [1]",South Asia; Pakistan; NSC Meeting Files; Measured pages; South Asia; Pakistan; NSC meeting minutes; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470760963,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-56_1-90002-025.pdf
2.025,Review ledger,Pakistan,1990-10-09,"NSC0056 - October 09, 1990 - Nuclear Matters, Middle East and Gulf, Proliferation [2]",NSC meeting minutes,National Security Council,Pakistan,Restricted - Possibly,42,470760964,90002-026,312293887,,41-bpr-nsc-hfiles-nsc_mtgs-56_2-90002-026.pdf,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC) Meeting Files | 90002-026,"Source: George H.W. Bush Library, National Security Council, H-Files, NSC Meetings Files, NSC0056 - October 09, 1990 - Nuclear Matters, Middle East and Gulf, Proliferation [2], 90002-026. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC) Meeting Files, 90002-026, NAID 470760964. Catalog URL: https://catalog.archives.gov/id/470760964. Series URL: https://catalog.archives.gov/id/312293887. Digital object: 41-bpr-nsc-hfiles-nsc_mtgs-56_2-90002-026.pdf, object ID 483296451, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-56_2-90002-026.pdf. Page count: 42 (measured from available PDF). FOIA tracking: 2005-1003-F, 2009-0857-F, 2003-0261-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90002. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470760964; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-56_2-90002-026.pdf; https://catalog.archives.gov/id/312293887; https://catalog.archives.gov/id/2163580,,,"October 9, 1990","NSC0056 - October 09, 1990 - Nuclear Matters, Middle East and Gulf, Proliferation [2]",South Asia; Pakistan; NSC Meeting Files; Measured pages; South Asia; Pakistan; NSC meeting minutes; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470760964,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-56_2-90002-026.pdf
2.026,Released chronology,Pakistan,1991-01-21,Memorandum of Conversation,Memcon,George H. W. Bush; Lee Kuan Yew,Pakistan; Singapore,Declassified,9,366551673,91108-004,4545941,7-15,41-bpr-scow-pcor-memcon-91108-004.pdf,Brent Scowcroft Papers | Presidential Correspondence Files | 91108-004,"Source: George H.W. Bush Library, Brent Scowcroft Papers, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 1/14/91-3/8/91, 91108-004, source pages 7-15. Declassified.","Source: George H.W. Bush Library, Brent Scowcroft Papers, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 1/14/91-3/8/91, 91108-004, NAID 366551673, source pages 7-15.",https://catalog.archives.gov/id/366551673; documents/pakistan/1991-01-21-bush-lee-kuan-yew-memcon-scowcroft.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91108-004.pdf; https://catalog.archives.gov/id/4522156; https://catalog.archives.gov/id/415891062; https://s3.amazonaws.com/NARAprodstorage/opastorage/live/27/1863/186327/content/arcmedia/media/images/40/19/40-1899a.gif; https://catalog.archives.gov/id/415891063; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_21_91-12847-012_415891063.pdf,Presidential Daily Diary 12847-011; Presidential Daily Backup 12847-012,Presidential Daily Diary | [Presidential Daily Diary] 1/21/1991 | 12847-011 | https://catalog.archives.gov/id/415891062 | https://s3.amazonaws.com/NARAprodstorage/opastorage/live/27/1863/186327/content/arcmedia/media/images/40/19/40-1899a.gif | matched: Lee; Yew; Singapore; Presidential Daily Backup | [Presidential Daily Backup] 1/21/1991 | 12847-012 | https://catalog.archives.gov/id/415891063 | https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_21_91-12847-012_415891063.pdf | matched: Lee; Yew; Singapore,"January 21, 1991","Meeting with Lee Kuan Yew, Senior Minister, Singapore (U)",South Asia; Pakistan; Brent Scowcroft Papers; Head-of-state memcons and telcons; South Asia; Pakistan; Memcon; Head of state; Presidential Daily Diary cross-reference,,"Use Daily Diary/Backup only for chronology, time, location, attendees, and call status.",https://catalog.archives.gov/id/366551673,documents/pakistan/1991-01-21-bush-lee-kuan-yew-memcon-scowcroft.pdf
2.027,Released chronology,Pakistan,1991-02-02,Memorandum of a Telephone Conversation,Telcon,George H. W. Bush; Nawaz Sharif,Pakistan,Declassified,4,366551697,91112-005,4545941,12-15,41-bpr-scow-pcor-telcon-91112-005.pdf,Brent Scowcroft Papers | Presidential Correspondence Files | 91112-005,"Source: George H.W. Bush Library, Brent Scowcroft Papers, Presidential Correspondence Files, Presidential Telephone Calls--Memorandum of Conversations 1/30/91-2/22/91, 91112-005, source pages 12-15. Declassified.","Source: George H.W. Bush Library, Brent Scowcroft Papers, Presidential Correspondence Files, Presidential Telephone Calls--Memorandum of Conversations 1/30/91-2/22/91, 91112-005, NAID 366551697, source pages 12-15.",https://catalog.archives.gov/id/366551697; documents/pakistan/1991-02-02-bush-nawaz-sharif-telcon-scowcroft.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91112-005.pdf; https://catalog.archives.gov/id/4522156; https://catalog.archives.gov/id/415891086; https://s3.amazonaws.com/NARAprodstorage/opastorage/live/39/1863/186339/content/arcmedia/media/images/40/21/40-2032a.gif; https://catalog.archives.gov/id/415891087; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-02_02_91-12848-004_415891087.pdf,Presidential Daily Diary 12848-003; Presidential Daily Backup 12848-004,Presidential Daily Diary | [Presidential Daily Diary] 2/2/1991 | 12848-003 | https://catalog.archives.gov/id/415891086 | https://s3.amazonaws.com/NARAprodstorage/opastorage/live/39/1863/186339/content/arcmedia/media/images/40/21/40-2032a.gif | matched: Sharif; Pakistan; Presidential Daily Backup | [Presidential Daily Backup] 2/2/1991 | 12848-004 | https://catalog.archives.gov/id/415891087 | https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-02_02_91-12848-004_415891087.pdf | matched: Nawaz; Sharif; Pakistan,"February 2, 1991","Presidential Call to Prime Minister Nawaz of Pakistan on February 2, 1991 (U)",South Asia; Pakistan; Brent Scowcroft Papers; Head-of-state memcons and telcons; South Asia; Pakistan; Telcon; Head of state; Presidential Daily Diary cross-reference,,"Use Daily Diary/Backup only for chronology, time, location, attendees, and call status.",https://catalog.archives.gov/id/366551697,documents/pakistan/1991-02-02-bush-nawaz-sharif-telcon-scowcroft.pdf
3.008,Released chronology,India,1991-02-08,Memorandum of Telephone Conversation,Telcon,George H. W. Bush; Siddhartha Shankar Ray,India,Full,4,428081443,[Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]:  February 1991 [1],321498139,,1991-02-08--Shankar.pdf,Records of the National Security Council (George H. W. Bush Administration) | Presidential Telcon Files | [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]:  February 1991 [1],"Source: George H.W. Bush Library, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [1]. Full release.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 2/8/1991; Type Telcon; Participants Shankar Ray, Siddhartha; Country India; Release Status Full; NAID 428081443. National Archives Catalog item: Telcon with Prime Minister Shankar of India on February 8, 1991, NAID 428081443. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]:  February 1991 [1], NAID 325592654. Digital object: 1991-02-08--Shankar.pdf, object ID 428081444, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-02-08--Shankar.pdf. Access restriction: Unrestricted. Page count: 4 (measured from available PDF).",https://catalog.archives.gov/id/428081443; https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-02-08--Shankar.pdf; https://catalog.archives.gov/id/321498139; https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons; https://catalog.archives.gov/id/2163580,,,"February 8, 1991","Telcon with Prime Minister Shankar of India on February 8, 1991",South Asia; India; Bush Library Memcons and Telcons; Telcon; Measured page count; South Asia; India; Telcon; Head of state; Measured page count,catalog-derived-source-note,Resolve compiler risk: catalog-derived-source-note.,https://catalog.archives.gov/id/428081443,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-02-08--Shankar.pdf
